x,y
0.0,7.919122405467959
0.033411111111110996,8.12871376489904
0.066838055555556,8.282894253043121
0.10027222222222197,8.4057916429561
0.133690833333333,8.492569631697942
0.167115833333333,8.55075738006132
0.20051944444444394,8.58418824320562
0.233962222222222,8.58835251134963
0.267388888888889,8.59392382490836
0.300803888888889,8.591064849402409
0.33424638888888897,8.613313905985
0.3676833333333329,8.593915599856121
0.4011075,8.584554502450509
0.43453611111111107,8.5788717392957
0.46798249999999997,8.559804255936129
0.5014,8.54109846340665
0.5348333333333329,8.506501668377329
0.568274166666667,8.46777715677201
0.601699166666667,8.45244834413343
0.635115,8.40654523967398
0.668518611111111,8.3638398975314
0.7019305555555551,8.31066875007844
0.7353511111111108,8.2740587840112
0.7687944444444449,8.22160797853913
0.802219444444444,8.168937222754028
0.8356352777777779,8.12518225148909
0.8690427777777779,8.04603904021883
0.9024472222222221,7.981271663862759
0.9358630555555559,7.9034048411166
0.9692713888888891,7.8211634105657595
1.00270111111111,7.722973283967609
1.03613527777778,7.615623719080941
1.06955555555556,7.519494700986671
1.10297333333333,7.4230879853604295
1.13639277777778,7.296434143658341
1.1698213888888898,7.183193739235679
1.20324277777778,7.058462669229679
1.23667694444445,6.95362963390324
1.27008888888889,6.866312366795209
1.30350194444444,6.9845925241283995
1.33691777777778,7.22996767228136
1.37034722222222,7.1891093797252505
1.40378333333333,7.0797129274080906
1.43720194444444,6.83174092858255
1.47062222222222,6.522695368931769
1.50404277777778,6.25674760748186
1.53747222222222,6.2849923539608605
1.5709019444444499,6.150367317689611
1.60431777777778,5.888403190282739
1.6377361111111102,6.00715311700301
1.6711511111111101,5.86625548839491
1.7045686111111102,5.5835233240389694
1.73798527777778,5.339923751034649
1.77140555555556,5.14128909980735
1.80481305555556,4.94452153215844
1.8382261111111102,4.72926457665022
1.8716769444444499,4.46830575886209
1.90510194444445,4.17393044576324
1.93853805555556,3.87770714411696
1.9719650000000002,3.55299208357009
2.00539166666667,3.38557160219568
2.03880277777778,3.6606329873882104
2.07220555555556,3.82743427244971
2.105665,3.7629839341555504
2.1390861111111104,3.8077881114402303
2.1725,3.9259582539511895
2.20590388888889,4.27433087219609
2.23932333333333,4.392677480142071
2.27273805555556,4.16095787230331
2.3061638888888902,3.7999121108111296
2.33958805555556,3.51497937391873
2.3729872222222204,3.53024884656674
2.40640194444444,3.58977832842438
2.43981666666667,3.4481336545507197
2.4732333333333303,3.1646194780813497
2.50665111111111,2.8403465700460897
2.5400722222222205,2.49309782745831
2.57349277777778,2.2133104329130004
2.60689166666667,1.97796682594888
2.6403111111111097,1.77241760558572
2.67372055555556,1.6112078737771
2.70715833333333,1.4424623833597399
2.74057972222222,1.3072230976191401
2.7739991666666697,1.18204950252389
2.8074122222222204,1.0696749261776801
2.84083444444444,1.0294548731949198
2.8742427777777797,1.2529500213754499
2.90766944444444,1.3684683786177199
2.94112055555556,1.3133502979862999
2.97455,1.1633373900659802
3.00797611111111,0.9912670944485429
3.0413927777777796,0.7874939087246869
3.0748,0.685764703829397
3.1082158333333303,0.634588503503163
3.1416427777777796,0.60831580655954
3.17504833333333,0.573968019523286
3.20848888888889,0.557234138262577
3.24190944444444,0.5312099662584349
3.27533166666667,0.523049487140667
3.30875944444444,0.510106780300838
3.34219166666667,0.5132335415176079
3.37561027777778,0.5016065093085611
3.4090222222222204,0.48864271131379294
3.44244444444444,0.500432956544867
3.4758538888888904,0.48115581174072697
3.5092888888888902,0.497938751887477
3.54270555555556,0.502246867226979
3.57612972222222,0.503358678003743
3.60955555555556,0.49500131698373
3.6429816666666697,0.487964378071997
3.6764324999999998,0.503566665623834
3.7098527777777797,0.497443081898136
3.7432602777777797,0.48099333890034596
3.7766955555555497,0.4935992800993111
3.81011583333333,0.48679956022500603
3.84354444444444,0.47283594135860996
3.8769824999999996,0.46862719093758604
3.91040388888889,0.488120619146711
3.94384555555555,0.484122907325126
3.9772797222222205,0.47044670418465906
4.01070944444444,0.481320747770383
4.04414277777778,0.468550430852264
4.07757222222222,0.4790120605887
4.11100666666667,0.487104461043362
4.14443527777778,0.476002624543308
4.17786944444444,0.47060416005805
4.21129444444444,0.461182334235492
4.2447241666666695,0.47343477547246904
4.27814555555556,0.465603718779258
4.31155194444444,0.48021203077764696
4.34496111111111,0.48412636824703104
4.3783900000000004,0.46035521462784407
4.41181583333333,0.485122529340621
4.44525277777778,0.461024917223129
4.47866944444444,0.47857104996908395
