x,y
0.0,1.0419459870324101
0.033413055555556,1.09460392695896
0.06682138888888901,1.2289470764408799
0.10023805555555601,-0.5542
0.15856861111111098,0.764683567492885
0.19200277777777802,0.732791591566277
0.22544444444444395,0.732320999204728
0.25886472222222195,0.730834491160509
0.292281388888889,0.688151114990021
0.32569722222222197,0.7195576560775071
0.35912861111111105,0.74181401022918
0.39253527777777797,0.7269575152223728
0.425975,0.625803719769279
0.4593833333333329,0.778267289837303
0.49281305555555605,0.7901415019176941
0.5262333333333329,0.7005231338195729
0.5596480555555561,0.69410020250994
0.593080555555556,0.752436032627998
0.626500833333333,0.7023031530781538
0.6599186111111109,0.63535585326469
0.6933369444444449,0.6664907427499219
0.726763055555556,0.6779927878586001
0.7601944444444441,0.614431089092712
0.7936286111111109,0.6679877007445899
0.82705,0.661228477761131
0.860470277777778,0.691547128677948
0.893883333333333,0.593393134559131
0.927304722222222,0.5993928179811441
0.9607297222222221,0.6561505425793149
0.99415,0.7680113365995981
1.02757583333333,0.633279556520231
1.06099638888889,0.739106399433095
1.09442583333333,0.635571117386597
1.1278424999999999,0.652459884163878
1.1612675,0.8898311270206278
1.19468055555556,0.634373865551727
1.22812222222222,0.682565952542961
1.26153416666667,0.7517110761019049
1.29495555555556,0.758301799454246
1.32837972222222,0.663407442154579
1.36180194444444,0.715063115026825
1.39522222222222,0.7448588654895172
1.42864166666667,0.7314114796438751
1.46207694444444,0.7697980725311508
1.49549638888889,0.798226120449054
1.52893055555556,0.7700473775031279
1.56235472222222,0.792676645260101
1.59577222222222,0.767938585440628
1.62920083333333,0.8424170183080749
1.66262222222222,0.7994928178186491
1.6960425,0.80498996628992
1.7294825,0.8799000354808021
1.7628991666666698,0.9694171101535
1.79631305555556,0.885251603770256
1.82976111111111,0.9226512344138871
1.86317694444444,0.9902188543737109
1.89662777777778,0.8051701196941831
1.9300563888888898,1.01637142635909
1.96347777777778,1.01269368258459
1.99691472222222,1.0570865435557801
2.03035194444444,1.1216970980831298
2.0637675,1.1792906946155401
2.09718527777778,1.1399840929770901
2.1305925,1.20715818386121
2.16402694444444,1.2528455785289299
2.1974424999999997,1.3370487705718
2.2308936111111097,1.32316762250212
2.26431944444444,1.3943905825599
2.29774444444444,1.49696735670699
2.33116861111111,1.5150295351649299
2.36460472222222,1.59089379426476
2.39802305555556,1.73464628374248
2.4314424999999997,1.81332541375656
2.46486305555556,1.82932692206525
2.49828805555555,1.81815766301889
2.53170361111111,1.96035565876462
2.56511944444444,1.95006222945672
2.59854805555555,2.08750966639856
2.63196583333333,2.2162187905449198
2.6654075,2.33698636526318
2.6988527777777795,2.365616764447
2.7322758333333304,2.56363353383517
2.7657,2.66757178239607
2.7991241666666697,2.75906948780745
2.83256194444444,2.91820006781151
2.86601666666667,3.10700764832071
2.89945361111111,3.2017077979182704
2.9328575,3.27818849500732
2.9663,3.57208580837277
2.99973694444444,3.6014655470089
3.0331508333333304,3.78130866109466
3.0665722222222205,3.85023827300955
3.1000175,3.92193371258713
3.13345,4.19824501136285
3.1669091666666698,4.4121532943119
3.2003425,4.43872955431043
3.2337686111111097,4.5985803849450395
