Process Time [h],Biomass [AU],O2 [%],OUR [%/h],pH [dimensionless]
0.0,1413.81420898438,92.9387442675949,,7.13132780058332
0.03341305555555556,1673.36547851563,95.5832334937152,149.758445639481,7.1501604742615
0.06682138888888889,1534.03784179688,97.4713582298067,100.476300939419,7.16089028724762
0.10023805555555557,1575.890625,98.8901630029118,67.8505865754662,7.1769304890156
0.15856861111111112,1326.31323242188,100.254707997829,34.4905964060756,7.18350717930204
0.1920027777777778,1288.76806640625,101.05929042652,21.5483247955666,7.19004622108671
0.22544444444444445,1234.79345703125,101.615352504028,5.97968288117504,7.19730492247228
0.25886472222222223,1359.86669921875,101.829504524217,-9.72894828749924,7.20225427989028
0.2922813888888889,1319.63745117188,102.067870368351,-11.1567431407143,7.20488342068925
0.3256972222222222,1306.6982421875,102.205174219524,-16.5864364666066,7.20902461531469
0.3591286111111111,1400.6884765625,102.275421456343,-19.9443239719766,7.21040634852333
0.39253527777777775,1083.16015625,102.244270929824,-23.6877583749671,7.21305890703199
0.425975,1469.98974609375,102.141949083125,-25.4901454284315,7.21318245217572
0.4593833333333333,1358.14111328125,102.103655209444,-22.5683055778793,7.21568713044315
0.49281305555555555,1364.36376953125,101.989904058498,-24.4455070326533,7.21588878212724
0.5262333333333333,1408.97387695313,101.87311307852,-23.393604744293,7.21515613576777
0.5596480555555555,1429.23779296875,101.694490630728,-24.0649460706182,7.21678620739854
0.5930805555555556,1472.765625,101.608780660617,-19.5142826905855,7.2179144396656
0.6265008333333333,1698.93676757813,101.423171959757,-21.6415290741836,7.21924515024959
0.659918611111111,1415.90673828125,101.190059268011,-21.1905634513012,7.21692698795388
0.6933369444444444,1357.529296875,101.057626996466,-15.8731188696795,7.21688817367582
0.7267630555555556,1310.47314453125,100.851726951085,-16.7361436843082,7.217083186606
0.7601944444444444,1117.3935546875,100.602936778685,-15.940561907859,7.21757719729011
0.7936286111111112,1358.51025390625,100.481525483225,-9.6697676675019,7.21972670355224
0.8270500000000001,1302.39819335938,100.231277450947,-12.3029004996049,7.21931498809012
0.8604702777777778,1404.20483398438,99.777816815205,-15.8467578891282,7.21831432134116
0.8938833333333334,1285.75952148438,99.5751861580625,-3.85711264815318,7.21818604205995
0.9273047222222223,1296.048828125,99.2599977493906,-5.18413263210744,7.21822798629731
0.9607297222222222,1093.92236328125,98.8922029193794,-3.56956838127225,7.21863337076794
0.99415,1234.96630859375,98.4536625301221,-2.07831992985684,7.21839601265582
1.0275758333333334,1175.736328125,98.1846206922558,7.41042262097072,7.21787529044025
1.060996388888889,1362.67407226563,97.7699977981256,5.79006981556885,7.21738096462847
1.0944258333333334,1332.56811523438,97.3147645710083,8.64302743586688,7.21727278044595
1.1278425,1280.21484375,96.7502832442983,9.95093586022474,7.21897415727796
1.1612675000000001,1294.08642578125,96.1585548738044,14.8578658588117,7.21798321449849
1.1946805555555557,1305.166015625,95.6488374284478,23.1229407716136,7.21835676603899
1.2281222222222221,1296.52880859375,94.8421003813819,19.3574839861914,7.21837636995302
1.2615341666666666,1384.15258789063,94.266322400989,34.4146284959281,7.21633559764487
1.2949555555555556,1121.90600585938,93.4849589759115,33.895852473032,7.21576636876418
1.3283797222222222,1213.47924804688,92.6684658256624,40.689612450917,7.21480075722539
1.3618019444444445,1320.22387695313,91.8769739184616,49.6333503497976,7.21766341916976
1.3952222222222224,1685.10205078125,90.9770129673561,54.3468093574169,7.21645499170577
1.4286416666666666,1310.9892578125,89.9980310841598,60.8874019082041,7.21587979122938
1.4620769444444444,1169.84741210938,89.0690627341318,72.2355317382002,7.21264904515558
1.495496388888889,1425.14599609375,88.0760931669222,79.6495732025535,7.21393747554826
1.5289305555555555,1462.6201171875,87.0066174284846,87.1949368464292,7.21039539379321
1.5623547222222223,1418.904296875,85.6610328022062,89.675855300366,7.21480911966806
1.5957722222222221,1563.4423828125,84.4825576067486,108.188704184617,7.21144601231013
1.6292008333333332,1321.41430664063,82.9009791236968,107.776206028004,7.20882725514535
1.662622222222222,1522.96118164063,81.5261905810853,129.854827014038,7.21032582446875
1.6960425,1485.61572265625,79.750346701854,131.71028823398,7.20868925453239
1.7294824999999998,1523.80102539063,78.2315784047847,156.985354070213,7.20732049020514
1.7628991666666667,1616.03540039063,76.475975556821,165.146768117091,7.2045736073028
1.7963130555555555,1532.49584960938,74.6929679694623,182.000579224159,7.20768981140637
1.8297611111111112,1533.28198242188,72.6565506739402,192.049434010688,7.20432174167679
1.8631769444444444,1705.1240234375,70.5253808714308,209.656129836351,7.2033177623701
1.8966277777777776,1775.94921875,68.4585949022219,233.032589714798,7.1989956022954
1.930056388888889,1764.73608398438,66.4326064714258,254.736684822765,7.19781055749647
1.9634777777777779,1751.06103515625,64.4214570127047,275.738126195806,7.19847959915787
1.9969147222222223,1985.93676757813,64.1438262096726,347.456503602587,7.196315523821
2.0303519444444444,1885.8466796875,63.2552760353142,331.964422360695,7.19587697866601
2.0637675,2080.08642578125,61.6789009578373,320.443068042533,7.19369388046288
2.0971852777777777,2080.99487304688,59.1777420384231,308.17623559511,7.19013767451749
2.1305925,2175.05883789063,55.6836670598551,303.517708084388,7.18680368915824
