Process Time [h],Biomass [AU],O2 [%],OUR [%/h],pH [dimensionless]
0.0,2931.4501953125,79.1912240546796,,6.25393582438069
0.033411111111111114,2807.99877929688,81.2871376489904,270.818133923733,6.37108455307069
0.06683805555555555,2571.02294921875,82.8289425304312,233.107100439161,6.46347599182253
0.10027222222222222,2700.70678710938,84.057916429561,208.579867313081,6.53255984736365
0.13369083333333331,2693.69897460938,84.9256963169794,185.392178694137,6.58562535738887
0.16711583333333332,2684.48217773438,85.5075738006132,168.096197421327,6.62296765654637
0.20051944444444444,2545.25317382813,85.8418824320562,154.953559625172,6.65240421601696
0.23396222222222224,2478.85400390625,85.8835251134963,142.827702539614,6.66255765206659
0.2673888888888889,2579.20458984375,85.9392382490836,142.825959652387,6.68985068708232
0.30080388888888887,2730.27612304688,85.9106484940241,139.749922593782,6.69359497307662
0.3342463888888889,2663.94091796875,86.13313905985,147.55231191112,6.71793286098161
0.36768333333333336,2773.89184570313,85.9391559985612,132.88350631749,6.71555696663709
0.4011075,2747.17724609375,85.8455450245051,137.800105276667,6.73794412361497
0.43453611111111107,2986.73559570313,85.788717392957,139.844383667016,6.74459111244446
0.4679825,3370.65112304688,85.5980425593613,136.424398443449,6.74860183318219
0.5014,3050.328125,85.4109846340665,138.409670931706,6.74758448904532
0.5348333333333334,2937.26733398438,85.0650166837733,135.542219737794,6.75382263050248
0.5682741666666666,3330.39233398438,84.6777715677201,137.790246365241,6.76314274787154
0.6016991666666667,3205.16821289063,84.5244834413343,148.62804139481,6.77116538116892
0.6351150000000001,3317.59326171875,84.0654523967398,141.018429141198,6.76181468232416
0.6685186111111111,3429.17358398438,83.638398975314,146.596205212332,6.77322365313012
0.7019305555555555,3452.19799804688,83.1066875007844,147.664693407358,6.76884496710214
0.7353511111111112,3443.19506835938,82.740587840112,157.974211102145,6.78233000492812
0.7687944444444444,3539.3544921875,82.2160797853913,156.954786174701,6.785446900092
0.8022194444444444,3928.14697265625,81.6893722275403,162.037967970809,6.77718214690297
0.8356352777777777,3894.12255859375,81.2518225148909,170.01112911407,6.7880836088628
0.8690427777777778,4121.32373046875,80.4603904021883,163.879113380331,6.78850912919933
0.9024472222222222,3964.41625976563,79.8127166386276,175.965865826966,6.78755692955738
0.9358630555555556,4190.7724609375,79.034048411166,178.533495823196,6.78634377500267
0.9692713888888889,4182.3779296875,78.2116341056576,185.042252615105,6.78491280813691
1.0027011111111113,4525.7802734375,77.2297328396761,188.579105498396,6.782647194992
1.0361352777777777,4353.61083984375,76.1562371908094,195.520777890709,6.77026169485978
1.0695555555555556,4626.6240234375,75.1949470098667,209.674089699418,6.76868747179721
1.1029733333333334,4471.03125,74.2308798536043,219.272562561567,6.76212902734946
1.1363927777777778,4850.25,72.9643414365834,219.699122590668,6.75768575277658
1.1698213888888889,4776.77685546875,71.8319373923568,236.481736416788,6.75550936924871
1.2032427777777777,4735.7265625,70.5846266922968,244.460518226857,6.74612932619404
1.2366769444444445,4946.2041015625,69.5362963390324,262.713353813478,6.7409412907712
1.2700888888888888,5231.71484375,68.6631236679521,278.503407750193,6.74692446457438
1.3035019444444444,5267.91796875,69.845925241284,348.652640264404,6.74329121457645
1.3369177777777779,5511.857421875,72.2996767228136,375.153199956139,6.73367116667674
1.3703472222222222,5571.4365234375,71.8910937972525,264.771373207381,6.74136618609681
1.4037833333333334,5501.8681640625,70.7971292740809,248.473689121297,6.73483988762252
1.4372019444444444,5792.51513671875,68.3174092858255,217.637027454496,6.73478940714272
1.470622222222222,5941.3076171875,65.2269536893177,224.296795499366,6.71755702265256
1.5040427777777778,6112.8017578125,62.5674760748186,268.44877207024,6.71926958696139
1.5374722222222221,6196.7177734375,62.8499235396086,382.79870722224,6.71588190601197
1.5709019444444445,6491.67578125,61.5036731768961,331.196053738892,6.71083488665212
1.6043177777777777,6714.3603515625,58.8840319028274,306.864673949323,6.68986964066093
1.6377361111111113,6670.857421875,60.0715311700301,446.784611666024,6.69684570996357
1.6711511111111113,6960.0947265625,58.6625548839491,357.065955840197,6.69182357452367
1.7045686111111111,7186.2412109375,55.8352332403897,328.767561318992,6.68304505258383
1.7379852777777778,7179.3720703125,53.3992375103465,368.904124556755,6.67940787387757
1.7714055555555557,7546.28759765625,51.4128909980735,406.446992869577,6.66226596482084
1.8048130555555557,7668.11865234375,49.4452153215844,426.971560874589,6.67002213426288
1.838226111111111,7985.8701171875,47.2926457665022,441.330807943923,6.65643257276605
1.8716769444444445,8151.68359375,44.6830575886209,448.809532794638,6.65386422930436
1.9051019444444446,8314.638671875,41.7393044576324,465.09840253778,6.66091284046763
1.9385380555555556,8417.431640625,38.7770714411696,494.207753469381,6.64948286326085
1.971965,8728.52734375,35.5299208357009,514.87364957324,6.65030607868271
2.0053916666666667,8829.744140625,33.8557160219568,594.615094037893,6.66325888749421
2.0388027777777777,8925.7802734375,36.6063298738821,743.557029694219,6.66730015502455
2.0722055555555556,8918.580078125,38.2743427244971,683.976787873511,6.70121954905539
2.105665,9067.1181640625,37.6298393415555,597.984644407007,6.72397727758767
2.1390861111111112,8869.716796875,38.0778811144023,637.075345935056,6.74553619010219
2.1725,8956.4482421875,39.2595825395119,654.672172228865,6.75322343092461
2.205903888888889,9139.7080078125,42.7433087219609,711.696667816205,6.7846618256313
2.2393233333333336,9429.8134765625,43.9267748014207,607.851043772244,6.78933285769646
2.2727380555555556,9680.88671875,41.6095787230331,491.216223882228,6.80151591421943
2.306163888888889,10111.087890625,37.9991211081113,475.761505345008,6.81325654691005
2.3395880555555557,10266.8671875,35.1497937391873,535.102369838157,6.82552693110954
2.3729872222222226,10429.400390625,35.3024884656674,653.082881338106,6.84393007225575
2.4064019444444447,10870.8779296875,35.8977832842438,664.827286297936,6.86563727665439
2.4398166666666667,11065.955078125,34.4813365455072,598.633382000837,6.88256518159507
2.473233333333333,11228.064453125,31.6461947808135,570.596751232449,6.89338007964139
2.506651111111111,11645.185546875,28.4034657004609,586.256213910999,6.90862750470634
2.5400722222222223,11799.4404296875,24.9309782745831,612.015795158394,6.91195233833576
2.573492777777778,11863.3544921875,22.13310432913,667.2685498527,6.92367909231413
2.6068916666666664,12221.5771484375,19.7796682594888,708.06601847295,6.94381331468538
2.6403111111111115,12469.173828125,17.7241760558572,740.60061719734,6.94894652077525
2.6737205555555557,12794.9677734375,16.112078737771,774.505155298039,6.96014324292991
2.7071583333333336,13103.763671875,14.4246238335974,788.50972084411,6.97344558874176
2.740579722222222,13534.5537109375,13.0722309761914,815.211346185248,6.99617155794535
2.773999166666667,13606.833984375,11.8204950252389,831.822473926524,6.99837894454131
2.807412222222222,14046.7197265625,10.6967492617768,848.251252705257,7.01718974398901
2.840834444444445,14228.3876953125,10.2945487319492,880.966878985113,7.02122546014427
2.8742427777777775,14566.9814453125,12.5295002137545,963.952320318585,7.04797106661746
2.9076694444444446,14726.6572265625,13.6846837861772,909.152173796982,7.05065435986724
2.9411205555555555,15161.1943359375,13.133502979863,846.622245282368,7.07371641754477
2.97455,15432.0751953125,11.6333739006598,823.790999519137,7.08841388173298
3.007976111111111,15889.4775390625,9.91267094448543,832.310558464522,7.09954821334047
3.0413927777777774,16106.6376953125,7.87493908724687,839.748258877827,7.10162832392061
3.0748,16312.9453125,6.85764703829397,890.798976785238,7.12396785886558
3.108215833333333,16580.35546875,6.34588503503163,916.162437265368,7.13405224386142
